#显示菜单码    ID号    菜单名称
# 999999 全套餐菜单测试专用
4331      ,00000387  ,贴现登记查询维护
4332      ,00000388  ,贴现发放
4333      ,00000389  ,冲销贴现发放
4334      ,00000390  ,贴现回收
4335      ,00000391  ,冲销贴现回收
434       ,00000392  ,票据托收登记
435       ,00000393  ,票据托收登记簿查询
44        ,00000000  ,银行承兑汇票业务
440       ,00000000  ,签发管理
4400      ,00000394  ,汇票签发
4401      ,00000395  ,汇票签发冲销
4402      ,00000396  ,汇票他行查询登记
4403      ,00000397  ,查复登记
4404      ,00000398  ,银行承兑汇票登记簿查询
4405      ,00000399  ,汇票他行查询登记簿查询
441       ,00000000  ,到期处理
4410      ,00000400  ,到期备款
4411      ,00000401  ,备款冲销
4412      ,00000402  ,汇票销卷
4413      ,00000403  ,销卷冲销
4414      ,00000404  ,未用退回
4415      ,00000000  ,垫款管理
44150     ,00000405  ,垫款开户
44151     ,00000406  ,垫款开户冲销
44152     ,00000407  ,放款
44153     ,00000408  ,放款冲销
44154     ,00000409  ,综合还款
44155     ,00000410  ,还款冲销
44156     ,00000411  ,垫款本金明细账查询打印
442       ,00000412  ,换发汇票
443       ,00000000  ,挂失、解挂处理
4430      ,00000413  ,挂失
4431      ,00000414  ,解挂
4432      ,00000415  ,撤销挂失
4433      ,00000416  ,法院止付通知处理
4434      ,00000417  ,挂失、解挂登记簿查询
444       ,00000000  ,托收登记
4440      ,00000418  ,收到托收登记
4441      ,00000419  ,收到托收登记簿维护
445       ,00000000  ,保证金管理
4450      ,00000420  ,保证金止付登记
4451      ,00000421  ,保证金解除止付登记
45        ,00000000  ,保函业务
450       ,00000000  ,开出管理
4500      ,00000422  ,开出
4501      ,00000423  ,开出冲销
4502      ,00000424  ,保函回收登记
4503      ,00000425  ,保函登记簿查询
451       ,00000000  ,垫款处理
4510      ,00000426  ,垫款开户
4511      ,00000427  ,垫款开户冲销
4512      ,00000428  ,放款
4513      ,00000429  ,放款冲销
4514      ,00000430  ,综合还款
4515      ,00000431  ,还款冲销
4516      ,00000432  ,垫款本金明细账查询打印
452       ,00000000  ,保证金管理
